Step,COM_X,COM_Y,COM_Z
42,-0.0008905234649578972,0.07737574488588356,0.04590982606205519
43,-0.0009777405748580333,0.07764334561938002,0.04663160521651858
44,-0.0010683422407161346,0.07789984520858544,0.04733756423321174
45,-0.0011591879449549122,0.07814698137653545,0.048037269297532284
46,-0.001253395113416136,0.07837950395006689,0.04871277405652312
47,-0.0013507255830309231,0.0785983869097325,0.049363062986984244
48,-0.0014524539705429256,0.0788027896887597,0.049991796477584886
49,-0.0015592228635170945,0.07898792202415604,0.0506040787061024
50,-0.0016607177577238443,0.07914734162038625,0.051209177756953085
51,-0.0017500031571599285,0.07928086772065589,0.05181448090705585
52,-0.0018243701541897962,0.07939101789030574,0.052424457300661316
53,-0.0018831389392215574,0.07948131463215753,0.05304176128363275
54,-0.0019265737812301058,0.0795553135640875,0.05366773099258118
55,-0.001957156829753901,0.0796169988496633,0.05430603486454389
56,-0.0019671554500391595,0.07964864543765848,0.05494150145712419
57,-0.001955295248673835,0.07964179067150357,0.05558198957383528
58,-0.0019214284532368098,0.07959285689197552,0.05623071784364696
59,-0.0018734622673305295,0.07951647483199582,0.05687105036306425
60,-0.0018255226295849426,0.07944004003748242,0.05747214819432446
61,-0.001777618786596451,0.07936356533668992,0.05803400722552
62,-0.0017297307528384327,0.0792870822629578,0.05855662365882935
63,-0.0016818415661467557,0.07921060339547721,0.059039998644295454
64,-0.0016339407348167517,0.07913412809529631,0.05948413566813912
65,-0.0015860383513751444,0.07905763624861477,0.05988903796431112
66,-0.0015381464109703031,0.07898110464774716,0.060254708656809125
67,-0.0014902774599463444,0.0789045079112448,0.06058115055396405
68,-0.001442423851729479,0.07882790032025727,0.06086833224863063
69,-0.0013945950982831245,0.07875124805334008,0.06111625715549797
70,-0.0013467999056922364,0.07867451676900487,0.061324929483808424
71,-0.0012990393437515627,0.07859767633897853,0.061494354363661324
72,-0.0012512499841392292,0.07855655094469097,0.0616597375316342
73,-0.0012034103883808705,0.0785358062729047,0.061806580860028146
74,-0.001155625568488214,0.07852672217301866,0.061927006410132324
75,-0.0011082703600117981,0.07852368741742818,0.062017809974236116
76,-0.0010619793197691838,0.07852189607697013,0.062078494082051745
77,-0.0010171991826709824,0.07851806921895971,0.062108581445890175
78,-0.000973849407167414,0.07851070314575954,0.0621051766384995
79,-0.0009310083096712156,0.07850216584688129,0.06206379318142499
80,-0.000888226412232956,0.07849363615361511,0.0619831643861428
81,-0.0008455388133695054,0.07848509673137445,0.06186329692622513
82,-0.0008029588451976231,0.07847650699796144,0.06170419537877535
83,-0.0007604866612105365,0.07846781060403538,0.06150586307470011
84,-0.000718115068223253,0.0784589488997636,0.06126830165481219
85,-0.0006758359490278582,0.0784498816736757,0.06099151011286149
86,-0.000633638014024054,0.07844059248261245,0.060675487436414266
87,-0.0005915096018405548,0.0784310874963791,0.06032023162435839
88,-0.0005494370935730643,0.07842139137429074,0.05992574064243476
89,-0.0005074056951114135,0.07841154181598067,0.05949201298385615
90,-0.00039430016114122535,0.07826860531055449,0.05916951988653127
91,-0.00023177657097598914,0.07804402060856139,0.05890296799891903
92,-3.48603168861601e-05,0.07776604772903752,0.05866051147346285
93,0.00018729651407083643,0.07744985892744417,0.0584244951109945
94,0.00042730106853083145,0.07710621688203069,0.05818188560114747
95,0.0005162203331497251,0.07684531824901639,0.05819171386739914
96,0.0005265700532185412,0.07662116667907942,0.05831833525805584
97,0.0004985380350442985,0.07640649954688004,0.058487009444759125
98,0.0004546887206485443,0.07618615484234575,0.05865694951031295
99,0.00040110866995065925,0.07596449967992347,0.058808737676747165
100,0.000339888238755319,0.07574640990882225,0.0589364557967559
101,0.0002723202115072768,0.07553414559743417,0.05903679248914696
102,0.00019980234033433575,0.07532737881208104,0.05910700872908691
103,0.00012411421530397816,0.07512362424098536,0.05914437187615643
104,4.715543622255785e-05,0.07491899943805443,0.059146193229982276
105,-3.0505794718941954e-05,0.07471138266035977,0.059111860105306314
106,-0.000109238290874207,0.07450011370033412,0.0590421098396719
107,-0.00018953077822777038,0.07428525245154415,0.058937053149911704
108,-0.0002749306066071001,0.07407195907311184,0.05880040758424895
109,-0.00037279402869899166,0.0738714733422209,0.058642935760369753
110,-0.0004886901892091034,0.0736905634899854,0.05847336429074464
111,-0.0006261936495463201,0.07353174786559254,0.0582979905052864
112,-0.0007442773723711022,0.07335033936454187,0.05820505923468318
113,-0.0008522055064231216,0.07315346012175797,0.0581747294121106
114,-0.0009563215462436489,0.07294852244182196,0.058196049757087066
115,-0.001059617761149789,0.07273606284718605,0.05825857963282252
116,-0.0011641054611193035,0.07251691106153875,0.05835423403302478
117,-0.001269767119580945,0.07229057939637558,0.058477386414061236
118,-0.0013766159254223938,0.07205767340876869,0.05862205395115022
119,-0.0014861355374599394,0.07182050911247433,0.058781280916663764
120,-0.0016004889066565406,0.07158299146723647,0.058947345603412374
121,-0.0017230421106959367,0.07135304771501193,0.0591106668110823
122,-0.001855587940792312,0.07113489237734529,0.05926337752729809
123,-0.0019971750501900816,0.07092457458280425,0.059400370805922635
124,-0.0021468344738067237,0.07072054212202883,0.05951666043716262
125,-0.0023018782655288093,0.07052034344218486,0.05960951973400696
126,-0.0024595343422020364,0.07032131200830193,0.05967735199076582
127,-0.0026175504627769536,0.07012120081540556,0.059719019263615614
128,-0.0027740167312251046,0.0699182248288208,0.05973463165898917
129,-0.002927498889228983,0.06971175369703177,0.05972597185253509
130,-0.0030772241656300374,0.06950173664652638,0.05969594486158465
131,-0.0032228437610629275,0.06928830213116749,0.05964824426191595
132,-0.003364129799115857,0.06907142549149968,0.059586953744398666
133,-0.003502439225499213,0.06885496817680453,0.059515388022596157
134,-0.003638699072163342,0.06863924322684134,0.0594384882498944
135,-0.0037729922273455627,0.06842061240695765,0.05936252397145793
136,-0.003906343336310286,0.06819900106386265,0.05929207338287454
137,-0.0040398709645446795,0.067974323528149,0.05923104882017045
138,-0.004174736247850046,0.06774656720477314,0.059182517274461804
139,-0.004312112112394029,0.06751585490640573,0.05914858373397476
140,-0.004453080805376133,0.06728221669230842,0.059130338236957056
141,-0.00459818191258254,0.0670449678001937,0.05912815595463941
142,-0.004747767117638743,0.06680406365993494,0.05914189673832667
143,-0.004902312030533923,0.0665597262446416,0.059170228162852334
144,-0.005062322581869277,0.06631241476634785,0.05921078178059413
145,-0.005228219388351571,0.06606273835795698,0.059260362870671816
146,-0.005400686322202559,0.06581170794098663,0.05931588060756544
147,-0.005579495376959853,0.06555976985697305,0.059372982293669496
148,-0.00576422229206123,0.06530728128790388,0.05942744734932513
149,-0.005954236044432625,0.06505445206497316,0.05947538178647385
150,-0.006148737669871138,0.06480133983570312,0.059513386965008894
151,-0.006346827373463689,0.0645478836331323,0.059538681257382486
152,-0.006547318129070252,0.0642937720580602,0.059549644530588156
153,-0.006749434559968991,0.06403892603074736,0.05954470226759596
154,-0.006952829207236911,0.06378377875611438,0.059523183954869524
155,-0.00715748098975766,0.06352858035050866,0.05948525085353965
156,-0.007363485094736475,0.06327346617966692,0.05943172352811673
157,-0.0075705310990225455,0.0630195392765062,0.0593627320907576
158,-0.0077791810592900135,0.06276971925781245,0.05927834192492684
159,-0.007989472164049046,0.06252089674047873,0.05918211940677139
160,-0.008202484453605767,0.062271257683276744,0.059078377938640916
161,-0.008418788953345935,0.0620200743371827,0.05897005170058081
162,-0.008638938041498147,0.06176663032737333,0.058859939106272165
163,-0.008863451019244259,0.06151023000002654,0.05875059420166227
164,-0.009092802803655787,0.061250213117313025,0.05864422039972055
165,-0.009327415717795565,0.06098597305794586,0.0585425729886697
166,-0.009567652144781598,0.06071697907943625,0.05844687505974244
167,-0.00981380606057596,0.06044280149186167,0.05835775429635887
168,-0.010066093673997162,0.060163135032909536,0.05827521116409855
169,-0.010324645715061117,0.05987781378664107,0.05819862830731147
170,-0.010589504347855888,0.059586812904269634,0.05812682493438243
171,-0.010860625837938362,0.05929023740468907,0.058058150828129956
172,-0.01113788747342388,0.05898830338271766,0.05799060667202432
173,-0.011370918077166824,0.05882914437986784,0.05805107102135504
174,-0.011578106856600316,0.05875252270957756,0.05817477515593756
175,-0.011770698761521705,0.05872504132228767,0.058323117441004296
176,-0.011952163128388425,0.05873046039200104,0.05847250346843303
177,-0.012125641445099146,0.05875940326549153,0.058611550650515515
178,-0.012292689984908902,0.058806344425534014,0.05873445699336594
179,-0.0124536405260423,0.05886470877484904,0.058838687685089944
180,-0.012608861773902,0.058933861162925004,0.05892336248618078
181,-0.012758717602335474,0.059016392125934895,0.05898864656740597
182,-0.012903025335118343,0.059112046195632054,0.05903553710041415
183,-0.013041529202338108,0.059220899716786964,0.0590654056268251
184,-0.01317395553388045,0.059343222551580053,0.05907976931426526
185,-0.013300049927452463,0.059479361643685155,0.059080111774673566
186,-0.013419598712219653,0.05962964520120584,0.05906774963831786
187,-0.01353223740747648,0.05979271207270215,0.05904381214285967
188,-0.013637504718496372,0.05996592329152617,0.05900916213150678
189,-0.013735566827963341,0.06015099230581429,0.05896410001597343
190,-0.013826774880478046,0.060350537753000144,0.05890853832494557
191,-0.013911185763934969,0.060564410810619286,0.05884218445702959
192,-0.013988707767377883,0.060792676435463294,0.058764970799375676
193,-0.014059603102858866,0.061035021664713154,0.05867573197960897
194,-0.014124160709007613,0.06129117138915476,0.05857315991508706
195,-0.014182165501119174,0.06155680577459562,0.058456034359317455
196,-0.014233944830879315,0.061831569357435084,0.05832284319992143
197,-0.014227156141881855,0.062027613004219426,0.058272913183505894
198,-0.014181619021114198,0.06217072659069774,0.05826862522652483
199,-0.014110147254115007,0.0622811358949915,0.058285806761380704
200,-0.014019921918801139,0.062371051334290724,0.05831024482871457
201,-0.013914895020105738,0.06244766146965183,0.05833367654135497
202,-0.013797245245714868,0.06251513907503146,0.05835122858690204
203,-0.013668161436071254,0.06257590729990978,0.05836000769794269
204,-0.013528249296652684,0.06263139503942598,0.05835836028457975
205,-0.013380002829415996,0.06267439369123225,0.058337077151421945
206,-0.013223486676557103,0.06270518694269993,0.05829584982907112
207,-0.013058653870318486,0.06272379078454485,0.05823464245733099
208,-0.012885465484655934,0.06273075058936746,0.05815337372353926
209,-0.012704856759650553,0.06273613410318138,0.058048985661636805
210,-0.012516588173749638,0.06273773553276862,0.05792212394628666
211,-0.012319548715380272,0.06272607666816651,0.05777592134731941
212,-0.012113438494037072,0.06270070341200429,0.05761088610366217
213,-0.011897993307818903,0.0626611927643323,0.057427408606324365
214,-0.011653466581562091,0.06266741380529536,0.05728354725920335
215,-0.011386272054423437,0.06270160321234687,0.057161414329433
216,-0.011099974850959359,0.0627534593714634,0.05705058425833172
217,-0.010846387802874695,0.06281095559289153,0.05698205379396668
218,-0.01061484750177362,0.06287244897194681,0.05693778293509411
219,-0.010397241924251401,0.06293563588647229,0.056908690086133445
220,-0.01019309277024361,0.06300508064942427,0.05688650630622714
221,-0.0100007713057879,0.06308296697188845,0.05686806510592133
222,-0.00981702579978665,0.06316240568152653,0.0568528868306359
223,-0.00963989788393947,0.06323816201971057,0.0568407076909856
224,-0.00946866883041842,0.0633097111598241,0.056830664564392085
225,-0.009302811220224284,0.06337678562463862,0.056821968904362787
226,-0.009141895819641827,0.06343928297766266,0.05681387727704773
227,-0.008985546364230384,0.06349721617968579,0.05680569781879349
228,-0.008834640138777515,0.0635564808517104,0.05679571213111444
229,-0.008690721390603113,0.06362156145716111,0.05678256080704234
230,-0.008552392161828022,0.06368959805513229,0.05676612651168189
231,-0.008417389648037793,0.06375538301456013,0.05674699298502015
232,-0.008285313061167513,0.0638179592624013,0.056725083862068836
233,-0.008155816945459598,0.06387682842122021,0.056700305417764885
234,-0.008028584086551084,0.06393167658229551,0.05667260948285834
235,-0.007904395985803343,0.06398689722532158,0.05664098097572263
236,-0.007785388762660315,0.06404674111561609,0.05660485090371925
237,-0.007670350119000883,0.06410877525796461,0.056564656007941534
238,-0.007556525908082228,0.0641680717792271,0.05652147200406621
239,-0.007444056103271786,0.06422379886797785,0.056476089693102804
240,-0.007333012080860584,0.06427502017682099,0.05642920272529558
241,-0.007224251357362677,0.06432427661836125,0.056380771490999494
242,-0.007119946080758409,0.06437690309565106,0.056330116946594316
243,-0.0070201209632415155,0.06443269946302323,0.05627769251422809
244,-0.00692293152070805,0.06448629357713853,0.056225109704667486
245,-0.006828220350358333,0.06453530882214777,0.05617332890407152
246,-0.006736180287226835,0.06457925812484544,0.056122800877630254
247,-0.006648259888499637,0.06462331475117535,0.05607255053988221
248,-0.0065657567494527445,0.0646719717526513,0.05602156852492572
249,-0.006488340590250583,0.06472307225621415,0.0559703677793674
250,-0.006414510898119632,0.0647699313844218,0.055920382823653886
251,-0.006344074226548301,0.0648117353317609,0.05587166926938345
252,-0.00625326438953846,0.06486327597008129,0.05583465407018173
253,-0.006149287788147019,0.06491868268225891,0.055807437503453426
254,-0.006034677037676973,0.06497995740378462,0.055786289510293116
255,-0.005913121372779712,0.06504798796542033,0.05576461034341227
256,-0.005789575388282151,0.06511923845026775,0.055736749293393166
257,-0.005664661053000804,0.06519286441471409,0.05570390234452836
258,-0.005535144999594106,0.06527520067493855,0.05566896696655871
259,-0.005399646506122851,0.06536622392898497,0.05563351420367611
260,-0.005259086196643466,0.06546573236901829,0.05559516824501912
261,-0.00511728277050776,0.06556585583716051,0.05555182906474858
262,-0.004976793270121479,0.06566604932613833,0.055502906326768894
263,-0.00483866912147054,0.06576856702370977,0.05544891971815248
264,-0.004703965599205162,0.0658755976475937,0.05539002580355643
265,-0.004572130520231987,0.06598605783773064,0.055326988106134505
266,-0.004441858067865325,0.06609685979917618,0.05526129783268836
267,-0.0043127293026894555,0.0662052497640005,0.05519413788848555
268,-0.0041855630693927795,0.06631392636474119,0.0551251316003744
269,-0.004061390870306869,0.06642633722731349,0.055053644812596156
270,-0.003940232252398117,0.06654175018756742,0.054980193954342664
271,-0.0038019779827308856,0.06665706413817046,0.05491806885343134
272,-0.003651018126847546,0.06677623672780225,0.05486109115852352
273,-0.0035032611518747863,0.06690246954276809,0.05479750378972359
274,-0.0033587064399516688,0.06703417678949698,0.054729288749417355
275,-0.003216208915076271,0.06716618858621211,0.054659649751578304
276,-0.0030604440951689928,0.0672985903234498,0.0545967664363737
277,-0.0029070600390278954,0.06743442512782649,0.05453120908910389
278,-0.002757360334495406,0.06757765729758947,0.054462222971207806
279,-0.0026105920259501185,0.06772439950257192,0.05439150857952132
280,-0.002449403042019905,0.0678726286809216,0.05432745927502838
281,-0.0022894795982374926,0.06802073786943319,0.05426185309124895
282,-0.0021320223834303247,0.06817352904548822,0.05419327293887863
283,-0.0019772352681987483,0.06833166106541816,0.05412148861272221
284,-0.0018239745200948677,0.06849089222405061,0.05404800101571135
285,-0.0016710521348486619,0.06864754667326906,0.053974137339228026
286,-0.0015185240176237313,0.06880307173805653,0.05389931411023444
287,-0.0013673437902987058,0.06896195758626975,0.05382173632924298
288,-0.0012178778393268583,0.06912588225944269,0.05374061970652333
289,-0.0010692108318952984,0.06929162757721816,0.05365709981153908
290,-0.0009201151195984777,0.06945526860089267,0.053572734820837076
291,-0.000770413293114864,0.0696171252366539,0.05348758519504083
292,-0.0006209937175528159,0.0697811921139211,0.053400312753584867
293,-0.0004724935598387039,0.06994994790972653,0.05331010605299747
294,-0.00032435335784256053,0.07012126002247852,0.05321792744531792
295,-0.00017543198034207332,0.07029121808936957,0.05312551070193504
296,-2.5358095242142122e-05,0.07045911655673863,0.053033435906640745
297,0.00012511546584151594,0.07062823730398801,0.05294072594871371
298,0.00027517395652454054,0.07080159708457123,0.05284640976193055
299,0.00042464504655964045,0.0709783467668106,0.052751290181499606
300,0.0005746610045563965,0.07115488697059172,0.0526567663411673
301,0.0007258303248703338,0.07132971608120246,0.05256352155842896
302,0.0008730380448023291,0.07150971921673309,0.05247438485168591
303,0.001016793014474456,0.07169584888108539,0.05238616793356877
304,0.0011578622067945504,0.07188687272479376,0.05229770041043289
305,0.0012976567283247023,0.07207874659059095,0.052209615023684895
306,0.0014398916034243107,0.07226478520055413,0.05212848037546902
307,0.001569541326790656,0.07240858029232841,0.0520786194183306
308,0.0016854903112115945,0.07252888713343397,0.0520447882877462
309,0.0017881710334260372,0.07263648056468157,0.05201695874575667
310,0.001877110418484175,0.07273790506760518,0.05198662658514601
311,0.001979277122113042,0.0727948374391651,0.051994652908057305
312,0.002086515596542312,0.07282942066939012,0.05201928192400594
313,0.0021940180314145535,0.07285235300537712,0.05204898955637985
314,0.002273532529624965,0.07285840815139477,0.052105807484218725
315,0.002334116139006817,0.0728576915147593,0.052174726042011496
316,0.002381427018692368,0.07285506672878843,0.052246218320704814
317,0.002418994331178938,0.07285249918578697,0.05231413920570329
318,0.002443634579163185,0.07283745482498331,0.05237538514157486
319,0.0024601650196199483,0.07280962223411795,0.052430334039003976
320,0.0024709828939003505,0.07276738856748616,0.052482611737575346
321,0.002472181985062661,0.07271513428365263,0.05252990217971839
322,0.002464035735281121,0.07265403390965816,0.05257318148280247
323,0.00244800276706108,0.07258746961610484,0.052611526740176655
324,0.0024373710582767352,0.07251328590735769,0.05265106618899056
325,0.0024316957861827684,0.07243237536615695,0.05269227276164063
326,0.0024301151251386248,0.07234272264652244,0.05273839314610724
327,0.0024243206857909342,0.07225183384997011,0.05278426591870513
328,0.0024138444256462306,0.0721608675876439,0.05283173436456925
329,0.002411055020407799,0.07206728347711282,0.05288653547893147
330,0.0024064072526868634,0.07197860129730221,0.05294102518868564
331,0.002408537173434942,0.07188542321393351,0.0530059726362304
332,0.002406268325547549,0.07179249449373586,0.05307576340413163
333,0.002398462863678749,0.07169927303347921,0.053151254967071945
334,0.002401439336002037,0.07159350200339483,0.053239305348740384
335,0.0024016738191536837,0.07148927006667459,0.05332931915812876
336,0.002398454554623132,0.07138813738501168,0.053421131931303684
337,0.002406843693624453,0.07128052958471168,0.05351950823366385
338,0.002409926116222897,0.0711715083795498,0.053618742718555226
339,0.0024072753636261834,0.07106092731619622,0.05371794908467569
340,0.0023989103878673595,0.07094856111036832,0.05381602162288213
341,0.00240495707945038,0.07083202050657712,0.053915592573593206
342,0.002407322091932101,0.07071931117373631,0.054008390094109335
343,0.0024048339421879933,0.0706059828337136,0.0540953364470362
344,0.0023970688622708953,0.07048987201195693,0.054177148254012195
345,0.002404387515735836,0.07036455808145288,0.05426156560126793
346,0.0024070647442930733,0.07023893837419401,0.054338720210969714
347,0.0024050296146500695,0.07011342749338306,0.05440898711863803
348,0.0023987662071114817,0.06998963494548933,0.054473035354517245
349,0.0023880355158299275,0.06986750932433183,0.05453213792560351
350,0.002372369132702952,0.0697459457902317,0.05458806120455774
351,0.0023759261297282906,0.06961395045032706,0.05465447644982372
352,0.002375109683763924,0.06948345140731615,0.054716895381519845
353,0.0023698052296848766,0.06935290726025851,0.05477779143005012
354,0.0023594522813112683,0.0692214168106679,0.0548392502279652
355,0.0023449380460100083,0.0690933058795797,0.05490129541590482
356,0.002327204108462237,0.06897234616126803,0.05496350276137078
357,0.002305651893783664,0.06885594249407025,0.05502743781207141
358,0.002279141709269626,0.0687397277851465,0.055095201529006335
359,0.002247595036226172,0.06862367413301355,0.05516704705473422
360,0.00223335353607738,0.06850009926374022,0.05524982887059215
361,0.0022155158280981906,0.06837623212989287,0.05533423261715455
362,0.0021935776702989903,0.06825243941305567,0.05541997124889846
363,0.002168446329233686,0.06813336668338922,0.05550497028816838
364,0.0021571337022713195,0.06801369745885974,0.055593449849477915
365,0.002142392203763816,0.06789361138806174,0.055680388572822356
366,0.0021235194420884946,0.0677725709546663,0.05576562183793082
367,0.0021002526804168517,0.06765075392936759,0.05584878073967764
368,0.0020724934340343314,0.06752817515408144,0.05592943300324399
369,0.00204018265805869,0.06740486141464754,0.05600717264821129
370,0.002023430472405567,0.06727947065097996,0.056085520069185296
371,0.0020192772831744846,0.06715206310765547,0.0561616796000218
372,0.0020118632277939825,0.06702503726122074,0.05623186029355089
373,0.0020005163697793616,0.06689789137721146,0.05629690051742331
374,0.001985330479137798,0.06676975209239822,0.05635761317448448
375,0.0019661305133974343,0.06664051503885426,0.05641480247607271
376,0.001942743597761297,0.06651051977387068,0.05646939915599986
377,0.0019148708071362592,0.06638079498148512,0.05652239452706161
378,0.001883095450274943,0.06625244803713211,0.056574373029090866
379,0.0018490966050991708,0.06613166465733816,0.05662370652987853
380,0.0018128048340138984,0.06601749629302806,0.056671325019778875
381,0.0017999563633410728,0.06589130891116943,0.05673074440315983
382,0.0017846842496170078,0.06576706164827086,0.05678767685757703
383,0.0017663705128668282,0.06564404175048909,0.056844279005785585
384,0.0017446092979740535,0.065521848515589,0.05690177335725893
385,0.0017191643399783849,0.06540027982823934,0.05696076834293776
386,0.0016899244604843555,0.06527925146486306,0.057021451468943246
387,0.0016568613422437795,0.06515874403729804,0.05708371714810587
388,0.0016199949966338146,0.06503876764748982,0.05714725858278928
389,0.0016035819833365038,0.06490855904730336,0.05721630243127698
390,0.0016017711574295886,0.06477116519541039,0.057287272431040724
391,0.0015976812022623363,0.06463468697896438,0.05735661048727378
392,0.001590672806500444,0.0644987739942756,0.057424368093887304
393,0.0015803922492054084,0.06436326293804111,0.05749037987237749
394,0.001566653627824992,0.06422810898404663,0.05755439325290394
395,0.0015493713535975596,0.0640933361001852,0.057616154204546736
396,0.0015285193886232034,0.0639590046618116,0.05767546419724739
397,0.0015041056838136812,0.06382519238980564,0.05773221514819267
398,0.0014781099566790773,0.06369920169181553,0.057783344416475445
399,0.001450810724539141,0.06358114022086139,0.057828792595634324
400,0.0014204734429330468,0.06346399857481007,0.05787170941788277
401,0.0013869673549143976,0.06334774046140768,0.05791252879662506
402,0.0013714383199556032,0.06322167284144449,0.057955667384336766
403,0.0013692016974588233,0.0630891303418119,0.05799888581492373
404,0.0013651181073969783,0.06295805308429668,0.05804006237740168
405,0.0013585305540802057,0.06282813353915505,0.05808014708687233
406,0.0013491166355078738,0.06269929251732165,0.05811983264429864
407,0.0013367449026224377,0.06257157375495002,0.05815963010380916
408,0.0013213873982957285,0.062445072701211024,0.058199904096014596
409,0.0013030671929845448,0.062320041055748135,0.05824088891808669
410,0.0012818339169287003,0.06219665033624604,0.05828270499390519
411,0.0012577913883359954,0.06207496134290477,0.058325415740867734
412,0.0012312158081552178,0.061955151961518344,0.05836915695245621
413,0.0012022384191666302,0.06183686279330149,0.05841390895576551
414,0.001170882224277325,0.06172000317668916,0.058459549608461156
415,0.0011550469365692456,0.06159343748289815,0.05851017656116213
416,0.0011372653363726614,0.06146763906474943,0.058559926620176776
417,0.0011173563471691863,0.06134298543771119,0.058609024218837596
418,0.0010952285992642393,0.061219685603243215,0.0586574623956119
419,0.0010849601990323271,0.06108837081725271,0.05870852372596254
420,0.0010728278975825967,0.060957835243153465,0.0587575510871947
421,0.0010586239196537812,0.06082843167603858,0.05880480438727387
422,0.001042233342734642,0.06070034736815355,0.0588503974101659
423,0.001023511712118762,0.06057379879558587,0.058894535020750954
424,0.0010024394597994812,0.06044882085538394,0.05893719745031966
425,0.000979006861523866,0.0603254360696774,0.05897840563601283
426,0.0009532076500388292,0.06020365761446259,0.05901822360140612
427,0.0009250337146646525,0.06008348897108258,0.05905675836469052
428,0.0009087778624493533,0.05995573427848708,0.05909819439192289
429,0.0009004812293966962,0.0598215414329835,0.05913991706131209
430,0.0008905773912496085,0.05968758277469416,0.059179150005353995
431,0.0008787247531696263,0.05955437329320366,0.05921696293697911
432,0.0008647200232314477,0.05942222365211558,0.059253876484290466
433,0.0008484460375699191,0.0592913070777068,0.05929025586050705
434,0.0008298337968246944,0.059161718643003174,0.05932635139930457
435,0.000808841741675559,0.05903350156561316,0.05936232159032377
436,0.0007854459938938656,0.05890666085408423,0.05939824826522477
437,0.0007596366024592322,0.05878117611690691,0.05943415406533187
438,0.0007314164060279619,0.05865701268054266,0.059470006647637706
439,0.0007007983410958258,0.05853413231907271,0.05950572037805009
440,0.0006678013913069569,0.05841250143834157,0.05954116053210315
441,0.0006324465845632708,0.058292094615398526,0.05957615147571631
442,0.000594753028970992,0.058172893653488836,0.059610488673722345
443,0.0005641697446925159,0.05805825108403996,0.05962166127204755
444,0.0005443369890847587,0.0579371414795183,0.05964574543638116
445,0.0005316157299522538,0.05781027866666784,0.059675698595524136
446,0.0005235846363185196,0.05767862414912597,0.059707607478894045
447,0.0005229131867668447,0.05755114287765352,0.05971668456929795
448,0.0005199045760762569,0.057426334237342176,0.059733979900362506
449,0.0005145690631690519,0.05730345162465512,0.059755115656780676
450,0.0005069346100706556,0.057182093534235284,0.05977751822527579
451,0.000497024684239319,0.05706203720964033,0.05979969279205874
452,0.0004848542115033754,0.05694314970093135,0.059820789851657535
453,0.000470433044023304,0.05682534265817708,0.05984034569273273
454,0.00046235461123091733,0.056710935370549546,0.059835495688969814
455,0.00045131031397324553,0.05659995282926759,0.05983918619020898
456,0.0004465614281999248,0.056483806930407124,0.05984938436565621
457,0.00044602767386592117,0.05636316261328431,0.059861983586852754
458,0.0004437397803937497,0.05624285459038535,0.059873752193707296
459,0.0004395238917393997,0.05612306752114149,0.059884399981834424
460,0.0004332809594362424,0.05600388664872923,0.05989383431553894
461,0.0004249515338834241,0.05588534561219734,0.05990205878704847
